Code,Date,Close
52,20180427,53.2
52,20180426,53.65
52,20180425,53.6
52,20180424,54.5
52,20180423,54.5
52,20180420,54.8
52,20180419,56.85
52,20180418,55.55
52,20180417,55.9
52,20180416,56.7
52,20180413,57.05
52,20180412,56.7
52,20180411,57.35
52,20180410,57
52,20180409,56.65
52,20180403,56.4
52,20180402,56.95
52,20180331,56.9
52,20180330,56.75
52,20180329,56.35
52,20180328,56.7
52,20180327,57.2
52,20180326,56.1
52,20180323,56.15
52,20180322,57.85
52,20180321,57.7
52,20180320,57.45
52,20180319,57.75
52,20180316,57.8
52,20180315,57.65
52,20180314,57.9
52,20180313,58.4
52,20180312,57.6
52,20180309,57.1
52,20180308,57.1
52,20180307,56.3
52,20180306,56.6
52,20180305,55.4
52,20180302,55.2
52,20180301,56.1
52,20180227,56.9
52,20180226,56.85
52,20180223,58.6
52,20180222,58.9
52,20180221,58.45
52,20180212,56.05
52,20180209,55
52,20180208,56.2
52,20180207,56.85
52,20180206,56.25
52,20180205,56.75
52,20180202,57.8
52,20180201,58.15
52,20180131,57.4
52,20180130,57.35
52,20180129,58.2
52,20180126,58
52,20180125,58.45
52,20180124,58.7
52,20180123,59.45
52,20180122,58.35
52,20180119,57.8
52,20180118,56.8
52,20180117,55.85
52,20180116,55.65
52,20180115,54.95
52,20180112,53.85
52,20180111,53.85
52,20180110,54.4
52,20180109,55.05
52,20180108,55.35
52,20180105,54.8
52,20180104,54.65
52,20180103,54.4
52,20180102,53.5
52,20171229,52.85
52,20171228,52.45
52,20171227,52
52,20171226,52.15
52,20171225,52.55
52,20171222,52.3
52,20171221,52.7
52,20171220,51.9
52,20171219,52
52,20171218,54
52,20171215,56
52,20171214,55.95
52,20171213,58.65
52,20171212,58.75
52,20171211,58.5
52,20171208,57.65
52,20171207,57.35
52,20171206,57.05
52,20171205,56.3
52,20171204,57.1
52,20171201,57
52,20171130,57.2
52,20171129,57.65
52,20171128,58
52,20171127,57.9
52,20171124,57.55
52,20171123,57.55
52,20171122,56.45
52,20171121,56.15
52,20171120,56.45
52,20171117,57
52,20171116,56.8
52,20171115,55.75
52,20171114,56.6
52,20171113,56.8
52,20171110,56.8
52,20171109,56.3
52,20171108,56.3
52,20171107,57
52,20171106,57
52,20171103,56.8
52,20171102,56.55
52,20171101,56.65
52,20171031,56.65
52,20171030,55.65
52,20171027,55.6
52,20171026,55.35
52,20171025,55.15
52,20171024,55.15
52,20171023,54.9
52,20171020,54.85
52,20171019,55
52,20171018,54.75
52,20171017,54.5
52,20171016,54.9
52,20171013,54
52,20171012,54.4
52,20171011,53.4
52,20171006,52
52,20171005,51.6
52,20171003,51.6
52,20171002,50.55
52,20170930,50.55
52,20170929,50.4
52,20170928,50.45
52,20170927,50.45
52,20170926,50.35
52,20170925,50.6
52,20170922,51.45
52,20170921,51.8
52,20170920,51.25
52,20170919,52.15
52,20170918,51.75
52,20170915,51
52,20170914,50.95
52,20170913,50.95
52,20170912,51.3
52,20170911,50.6
52,20170908,50.9
52,20170907,50.8
52,20170906,50.85
52,20170905,50.65
52,20170904,50.95
52,20170901,50.5
52,20170831,50.25
52,20170830,50.05
52,20170829,49.98
52,20170828,49.87
52,20170825,50.3
52,20170824,49.55
52,20170823,49.55
52,20170822,49.73
52,20170821,48.83
52,20170818,49.17
52,20170817,49.57
52,20170816,49.04
52,20170815,49.14
52,20170814,49.39
52,20170811,49.39
52,20170810,49.84
52,20170809,49.9
52,20170808,50.3
52,20170807,50.45
52,20170804,49.99
52,20170803,49.99
52,20170802,50.4
52,20170801,49.75
52,20170731,49.7
52,20170728,49.7
52,20170727,49.85
52,20170726,49.62
52,20170725,50.05
52,20170724,49.6
52,20170721,49.83
52,20170720,49.78
52,20170719,49.78
52,20170718,49.5
52,20170717,50
52,20170714,49.54
52,20170713,49.74
52,20170712,49.5
52,20170711,48.51
52,20170710,48.21
52,20170707,48.66
52,20170706,48.75
52,20170705,48.36
52,20170704,48.4
52,20170703,48.7
52,20170630,48.7
52,20170629,48.94
52,20170628,48.72
52,20170627,48.49
52,20170626,48.81
52,20170623,48.65
52,20170622,49.02
52,20170621,48.42
52,20170620,48.72
52,20170619,48.15
52,20170616,47.77
52,20170615,46.93
52,20170614,46.37
52,20170613,47.2
52,20170612,46.94
52,20170609,47.75
52,20170608,47.71
52,20170607,47.62
52,20170606,47.61
52,20170605,47.28
52,20170603,47.05
52,20170602,47.05
52,20170601,46.33
52,20170531,46.33
52,20170526,46.5
52,20170525,46.5
52,20170524,46.1
52,20170523,46.08
52,20170522,45.68
52,20170519,45.73
52,20170518,45.62
52,20170517,45.75
52,20170516,46
52,20170515,46.04
52,20170512,46.1
52,20170511,46.1
52,20170510,46
52,20170509,45.67
52,20170508,45.2
52,20170505,45.03
52,20170504,45.09
52,20170503,44.83
52,20170502,46.22
52,20170428,45.64
52,20170427,45.3
52,20170426,45.32
52,20170425,45.3
52,20170424,44.9
52,20170421,44.9
52,20170420,44.56
52,20170419,44.43
52,20170418,44.87
52,20170417,44.65
52,20170414,44.39
52,20170413,45.4
52,20170412,44.8
52,20170411,45.19
52,20170410,45.3
52,20170407,44.72
52,20170406,45.57
52,20170405,46
52,20170331,46
52,20170330,45.65
52,20170329,45.66
52,20170328,45.7
52,20170327,45.32
52,20170324,45.52
52,20170323,45.52
52,20170322,45.2
52,20170321,44.88
52,20170320,44.3
52,20170317,44.19
52,20170316,44.22
52,20170315,43.77
52,20170314,43.6
52,20170313,42.99
52,20170310,42.69
52,20170309,43.15
52,20170308,43.21
52,20170307,43.03
52,20170306,43.06
52,20170303,43.27
52,20170302,43.39
52,20170301,43.5
52,20170224,43.81
52,20170223,43.95
52,20170222,44.02
52,20170221,43.59
52,20170220,44.07
52,20170218,44.07
52,20170217,44.05
52,20170216,43.97
52,20170215,43.55
52,20170214,43.53
52,20170213,43.79
52,20170210,43.16
52,20170209,42.66
52,20170208,42.66
52,20170207,42.72
52,20170206,42.88
52,20170203,42.63
52,20170202,42.75
52,20170124,42.7
52,20170123,42.07
52,20170120,42.05
52,20170119,42.13
52,20170118,42.56
52,20170117,43.19
52,20170116,43.23
52,20170113,43.23
52,20170112,43.98
52,20170111,43.4
52,20170110,43.65
52,20170109,43.6
52,20170106,43.1
52,20170105,43.14
52,20170104,42.95
52,20170103,42.6
52,20161230,42.6
52,20161229,42.5
52,20161228,42.5
52,20161227,42.42
52,20161226,41.92
52,20161223,41.92
52,20161222,42.28
52,20161221,42.65
52,20161220,42.68
52,20161219,43.11
52,20161216,43.59
52,20161215,43.5
52,20161214,43.86
52,20161213,43.25
52,20161212,43.65
52,20161209,43.32
52,20161208,43.32
52,20161207,42.74
52,20161206,42.87
52,20161205,42.15
52,20161202,42.34
52,20161201,42.74
52,20161130,43.18
52,20161129,43.18
52,20161128,43.01
52,20161125,43.05
52,20161124,43.68
52,20161123,43.68
52,20161122,43.21
52,20161121,42.33
52,20161118,42.33
52,20161117,42.66
52,20161116,42.17
52,20161115,42.18
52,20161114,42.43
52,20161111,42.39
52,20161110,43.8
52,20161109,43.35
52,20161108,44.68
52,20161107,44.23
52,20161104,43.66
52,20161103,44.02
52,20161102,44.59
52,20161101,45.03
52,20161031,45.03
52,20161028,44.6
52,20161027,45.11
52,20161026,45.18
52,20161025,45.31
52,20161024,44.82
52,20161021,44.82
52,20161020,44.7
52,20161019,44.82
52,20161018,44.49
52,20161017,44.23
52,20161014,44.39
52,20161013,44.62
52,20161012,44.52
52,20161011,44.86
52,20161007,44.66
52,20161006,44.26
52,20161005,44.26
52,20161004,44.45
52,20161003,44.42
52,20160930,44.38
52,20160929,44.38
52,20160926,44.21
52,20160923,44.21
52,20160922,44.01
52,20160921,43.97
52,20160920,43.97
52,20160919,43.5
52,20160914,42.16
52,20160913,42.59
52,20160912,42.79
52,20160910,43.05
52,20160909,44.29
52,20160908,44.29
52,20160907,44
52,20160906,43.1
52,20160905,42.87
52,20160902,42.73
52,20160901,42.57
52,20160831,42.74
52,20160830,42.71
52,20160829,42.97
52,20160826,43
52,20160825,42.78
52,20160824,42.57
52,20160823,42.57
52,20160822,41.86
52,20160819,42.6
52,20160818,42.6
52,20160817,42.97
52,20160816,43.02
52,20160815,43.1
52,20160812,42.9
52,20160811,42.86
52,20160810,43.35
52,20160809,43.46
52,20160808,43
52,20160805,42.86
52,20160804,42.19
52,20160803,42.26
52,20160802,42.9
52,20160801,42.96
52,20160729,42.45
52,20160728,42.56
52,20160727,42.8
52,20160726,41.86
52,20160725,42.24
52,20160722,41.97
52,20160721,41.97
52,20160720,41.84
52,20160719,41.84
52,20160718,41.66
52,20160715,41.18
52,20160714,41.14
52,20160713,41.3
52,20160712,41.3
52,20160711,41.18
52,20160707,40
52,20160706,39.52
52,20160705,40.24
52,20160704,40.36
52,20160701,40.19
52,20160630,39.67
52,20160629,38.94
52,20160628,38.35
52,20160627,38
52,20160624,38.8
52,20160623,38.8
52,20160622,38.57
52,20160621,38.73
52,20160620,38.55
52,20160617,38.59
52,20160616,38.49
52,20160615,38.26
52,20160614,38.26
52,20160613,37.93
52,20160608,38.96
52,20160607,38.3
52,20160606,38.42
52,20160604,37.77
52,20160603,37.6
52,20160602,37.6
52,20160601,37.92
52,20160531,37.73
52,20160530,37.73
52,20160527,37.18
52,20160526,36.34
52,20160525,36.54
52,20160524,36
52,20160523,36.39
52,20160520,34.83
52,20160519,34.45
52,20160518,34.51
52,20160517,34.6
52,20160516,34.41
52,20160513,34.41
52,20160512,34.85
52,20160511,34.85
52,20160510,34.79
52,20160509,34.7
52,20160506,34.73
52,20160505,35.02
52,20160504,35
52,20160503,37.81
52,20160429,38.69
52,20160428,39.38
52,20160427,40.14
52,20160426,40.06
52,20160425,39.91
52,20160422,39.78
52,20160421,39.78
52,20160420,39.8
52,20160419,40.15
52,20160418,40.15
52,20160415,40.81
52,20160414,41
52,20160413,41
52,20160412,40.82
52,20160411,40.32
52,20160408,40.02
52,20160407,39.65
52,20160406,39.85
52,20160401,40.89
52,20160331,41.14
52,20160330,40.8
52,20160329,40.76
52,20160328,40.49
52,20160325,40.95
52,20160324,40.91
52,20160323,41.12
52,20160322,41.34
52,20160321,41.34
52,20160318,41.16
52,20160317,40.96
52,20160316,40.6
52,20160315,40.1
52,20160314,41.24
52,20160311,40.06
52,20160310,39.79
52,20160309,39.77
52,20160308,39.56
52,20160307,40.1
52,20160304,39.9
52,20160303,39.9
52,20160302,40.11
52,20160301,39.54
52,20160226,39.26
52,20160225,39.1
52,20160224,39.15
52,20160223,39.15
52,20160222,39.32
52,20160219,39
52,20160218,39
52,20160217,38.55
52,20160216,38.18
52,20160215,37.9
52,20160203,37.56
52,20160202,37.55
52,20160201,37.55
52,20160130,37.36
52,20160129,37.45
52,20160128,36.7
52,20160127,36.63
52,20160126,36.35
52,20160125,36.6
52,20160122,36
52,20160121,35.42
52,20160120,35.42
52,20160119,36.11
52,20160118,35.61
52,20160115,35.85
52,20160114,35.66
52,20160113,35.66
52,20160112,35.2
52,20160111,34.75
52,20160108,35.53
52,20160107,34.86
52,20160106,35.85
52,20160105,37.02
52,20160104,37.19
52,20151231,38
52,20151230,38
52,20151229,38.33
52,20151228,38.59
52,20151225,38.42
52,20151224,38.52
