Code,Date,Close
6204,20180427,52.1
6204,20180426,52.1
6204,20180425,52.5
6204,20180424,52.5
6204,20180423,53.3
6204,20180420,54.25
6204,20180419,53.85
6204,20180418,53.85
6204,20180417,54.4
6204,20180416,54.4
6204,20180413,54.4
6204,20180412,54.5
6204,20180411,54.5
6204,20180410,54
6204,20180409,54
6204,20180403,54.2
6204,20180402,54.2
6204,20180331,54.05
6204,20180330,53.9
6204,20180329,54.05
6204,20180328,54.05
6204,20180327,53.9
6204,20180326,53.9
6204,20180323,54.75
6204,20180322,54.9
6204,20180321,54.9
6204,20180320,54.5
6204,20180319,54.6
6204,20180316,54.8
6204,20180315,54.95
6204,20180314,54.95
6204,20180313,54.9
6204,20180312,54.7
6204,20180309,54
6204,20180308,53.7
6204,20180307,53.6
6204,20180306,53.6
6204,20180305,53.3
6204,20180302,53.3
6204,20180301,53.7
6204,20180227,54.25
6204,20180226,53.95
6204,20180223,53.05
6204,20180222,53.05
6204,20180221,53.1
6204,20180212,52.1
6204,20180209,50.9
6204,20180208,52.1
6204,20180207,52.7
6204,20180206,52.2
6204,20180205,54.4
6204,20180202,55.25
6204,20180201,55.6
6204,20180131,55.3
6204,20180130,55.65
6204,20180129,55.55
6204,20180126,55.55
6204,20180125,55.4
6204,20180124,55.4
6204,20180123,55.7
6204,20180122,55.6
6204,20180119,55.3
6204,20180118,55
6204,20180117,54.5
6204,20180116,54.15
6204,20180115,54.15
6204,20180112,53.65
6204,20180111,53.65
6204,20180110,53.95
6204,20180109,54
6204,20180108,54
6204,20180105,54
6204,20180104,53.6
6204,20180103,53.4
6204,20180102,53.2
6204,20171229,52.95
6204,20171228,52.5
6204,20171227,52
6204,20171226,51.85
6204,20171225,52.25
6204,20171222,52.35
6204,20171221,52.35
6204,20171220,52.2
6204,20171219,52.3
6204,20171218,52.3
6204,20171215,52.3
6204,20171214,52.3
6204,20171213,51.9
6204,20171212,51.85
6204,20171211,52.25
6204,20171208,51.7
6204,20171207,51.9
6204,20171206,51.9
6204,20171205,53.15
6204,20171204,53.2
6204,20171201,53.2
6204,20171130,53.25
6204,20171129,53.2
6204,20171128,53.2
6204,20171127,53.7
6204,20171124,54
6204,20171123,54
6204,20171122,53.65
6204,20171121,53.65
6204,20171120,53.3
6204,20171117,53.3
6204,20171116,53.2
