Code,Date,Close
55,20180427,17.04
55,20180426,16.96
55,20180425,16.94
55,20180424,16.99
55,20180423,17
55,20180420,16.95
55,20180419,16.93
55,20180418,16.76
55,20180417,16.72
55,20180416,16.87
55,20180413,16.93
55,20180412,16.95
55,20180411,16.92
55,20180410,16.88
55,20180409,16.66
55,20180403,16.58
55,20180402,16.69
55,20180331,16.7
55,20180330,16.69
55,20180329,16.61
55,20180328,16.75
55,20180327,16.78
55,20180326,16.62
55,20180323,16.65
55,20180322,16.95
55,20180321,16.95
55,20180320,16.9
55,20180319,16.98
55,20180316,16.9
55,20180315,16.88
55,20180314,16.95
55,20180313,16.96
55,20180312,17
55,20180309,16.7
55,20180308,16.61
55,20180307,16.58
55,20180306,16.61
55,20180305,16.57
55,20180302,16.66
55,20180301,16.79
55,20180227,16.81
55,20180226,16.86
55,20180223,16.78
55,20180222,16.67
55,20180221,16.61
55,20180212,16.38
55,20180209,16.18
55,20180208,16.25
55,20180207,16.2
55,20180206,15.89
55,20180205,16.69
55,20180202,16.99
55,20180201,16.95
55,20180131,16.92
55,20180130,16.89
55,20180129,17.03
55,20180126,17.05
55,20180125,17.02
55,20180124,16.91
55,20180123,17.03
55,20180122,17.07
55,20180119,17.1
55,20180118,17.16
55,20180117,17.15
55,20180116,17.15
55,20180115,17.15
55,20180112,16.98
55,20180111,16.88
55,20180110,16.97
55,20180109,16.85
55,20180108,16.85
55,20180105,16.67
55,20180104,16.52
55,20180103,16.49
55,20180102,16.35
55,20171229,16.26
55,20171228,16.2
55,20171227,16.25
55,20171226,16.25
55,20171225,16.19
55,20171222,16.33
55,20171221,16.19
55,20171220,16.29
55,20171219,16.18
55,20171218,16.16
55,20171215,16.16
55,20171214,16.23
55,20171213,16.1
55,20171212,16.02
55,20171211,16.15
55,20171208,16.01
55,20171207,16.04
55,20171206,16.1
55,20171205,16.32
55,20171204,16.31
55,20171201,16.2
55,20171130,15.98
55,20171129,16.02
55,20171128,15.99
55,20171127,16.02
55,20171124,16.2
55,20171123,16.32
55,20171122,16.76
55,20171121,16.6
55,20171120,16.15
55,20171117,16.09
55,20171116,16.09
55,20171115,16.1
55,20171114,16.15
55,20171113,16.13
55,20171110,16.1
55,20171109,16.09
55,20171108,16.08
55,20171107,16.14
55,20171106,16.08
55,20171103,16.1
55,20171102,16.14
55,20171101,16.1
55,20171031,16.08
55,20171030,16.13
55,20171027,16.06
55,20171026,16.05
55,20171025,16.07
55,20171024,16.1
55,20171023,16.03
55,20171020,16.02
55,20171019,16.03
55,20171018,16.03
55,20171017,16.11
55,20171016,16.06
55,20171013,16.04
55,20171012,16.04
55,20171011,16.01
55,20171006,15.95
55,20171005,15.94
55,20171003,15.84
55,20171002,15.9
55,20170930,15.82
55,20170929,15.85
55,20170928,15.85
55,20170927,15.83
55,20170926,15.79
55,20170925,15.73
55,20170922,15.92
55,20170921,16
55,20170920,15.87
55,20170919,16
55,20170918,15.99
55,20170915,15.98
55,20170914,15.96
55,20170913,15.99
55,20170912,16.02
55,20170911,16
55,20170908,16
55,20170907,15.98
55,20170906,16.05
55,20170905,16.05
55,20170904,16.14
55,20170901,16.16
55,20170831,16.1
55,20170830,16.06
55,20170829,15.98
55,20170828,16.06
55,20170825,15.94
55,20170824,15.93
55,20170823,15.9
55,20170822,15.85
55,20170821,15.81
55,20170818,15.85
55,20170817,15.93
55,20170816,15.75
55,20170815,15.73
55,20170814,15.67
55,20170811,15.75
55,20170810,15.72
55,20170809,15.99
55,20170808,16.07
55,20170807,16.03
55,20170804,15.91
55,20170803,15.83
55,20170802,15.88
55,20170801,15.85
55,20170731,15.87
55,20170728,15.81
55,20170727,15.88
55,20170726,15.79
55,20170725,15.9
55,20170724,15.92
55,20170721,15.83
55,20170720,15.91
55,20170719,15.94
55,20170718,15.86
55,20170717,15.89
55,20170714,15.81
55,20170713,15.81
55,20170712,15.75
55,20170711,15.65
55,20170710,15.65
55,20170707,15.53
55,20170706,15.65
55,20170705,15.7
55,20170704,15.62
55,20170703,15.53
55,20170630,15.51
55,20170629,15.55
55,20170628,15.4
55,20170627,15.44
55,20170626,15.35
55,20170623,15.1
55,20170622,15.14
55,20170621,15.13
55,20170620,15.11
55,20170619,15
55,20170616,14.97
55,20170615,14.92
55,20170614,14.91
55,20170613,14.99
55,20170612,14.96
55,20170609,14.93
55,20170608,14.93
55,20170607,14.95
55,20170606,14.93
55,20170605,15
55,20170603,14.97
55,20170602,14.99
55,20170601,14.91
55,20170531,14.95
55,20170526,15.01
55,20170525,15.04
55,20170524,15.03
55,20170523,15.01
55,20170522,15.03
55,20170519,15.02
55,20170518,15.06
55,20170517,15.2
55,20170516,15.18
55,20170515,15.12
55,20170512,15
55,20170511,14.96
55,20170510,14.91
55,20170509,14.91
55,20170508,14.94
55,20170505,14.93
55,20170504,15
55,20170503,14.99
55,20170502,14.94
55,20170428,14.8
55,20170427,14.82
55,20170426,14.82
55,20170425,14.8
55,20170424,14.6
55,20170421,14.6
55,20170420,14.5
55,20170419,14.45
55,20170418,14.66
55,20170417,14.64
55,20170414,14.68
55,20170413,14.87
55,20170412,14.8
55,20170411,14.86
55,20170410,14.91
55,20170407,14.87
55,20170406,14.98
55,20170405,15.01
55,20170331,15
55,20170330,15.02
55,20170329,15.04
55,20170328,14.98
55,20170327,15.07
55,20170324,15.14
55,20170323,15.17
55,20170322,15.13
55,20170321,15.2
55,20170320,15.2
55,20170317,15.2
55,20170316,15.13
55,20170315,15.1
55,20170314,15.1
55,20170313,15.05
55,20170310,14.96
55,20170309,14.94
55,20170308,14.97
55,20170307,14.92
55,20170306,14.83
55,20170303,14.83
55,20170302,14.81
55,20170301,14.73
55,20170224,14.82
55,20170223,14.8
55,20170222,14.89
55,20170221,14.96
55,20170220,14.89
55,20170218,14.96
55,20170217,15
55,20170216,14.99
55,20170215,14.92
55,20170214,14.84
55,20170213,14.81
55,20170210,14.8
55,20170209,14.65
55,20170208,14.64
55,20170207,14.68
55,20170206,14.62
55,20170203,14.4
55,20170202,14.4
55,20170124,14.47
55,20170123,14.47
55,20170120,14.38
55,20170119,14.36
55,20170118,14.42
55,20170117,14.46
55,20170116,14.45
55,20170113,14.58
55,20170112,14.67
55,20170111,14.61
55,20170110,14.58
55,20170109,14.54
55,20170106,14.56
55,20170105,14.54
55,20170104,14.46
55,20170103,14.46
55,20161230,14.48
55,20161229,14.39
55,20161228,14.41
55,20161227,14.27
55,20161226,14.34
55,20161223,14.26
55,20161222,14.3
55,20161221,14.53
55,20161220,14.53
55,20161219,14.6
55,20161216,14.72
55,20161215,14.7
55,20161214,14.6
55,20161213,14.74
55,20161212,14.6
55,20161209,14.63
55,20161208,14.58
55,20161207,14.48
55,20161206,14.45
55,20161205,14.38
55,20161202,14.42
55,20161201,14.42
55,20161130,14.26
55,20161129,14.32
55,20161128,14.39
55,20161125,14.34
55,20161124,14.16
55,20161123,14.02
55,20161122,14.4
55,20161121,14.34
55,20161118,14.21
55,20161117,14.27
55,20161116,14.36
55,20161115,14.27
55,20161114,14.34
55,20161111,14.06
55,20161110,14.01
55,20161109,13.77
55,20161108,13.92
55,20161107,13.87
55,20161104,13.8
55,20161103,13.8
55,20161102,13.9
55,20161101,13.91
55,20161031,13.91
55,20161028,13.94
55,20161027,13.96
55,20161026,13.96
55,20161025,14
55,20161024,13.96
55,20161021,13.98
55,20161020,13.99
55,20161019,14
55,20161018,13.9
55,20161017,13.83
55,20161014,13.83
55,20161013,13.92
55,20161012,14
55,20161011,13.87
55,20161007,13.96
55,20161006,13.98
55,20161005,14.04
55,20161004,14.03
55,20161003,13.94
55,20160930,13.97
55,20160929,14.13
55,20160926,13.97
55,20160923,14.07
55,20160922,14.02
55,20160921,14
55,20160920,13.95
55,20160919,13.95
55,20160914,13.72
55,20160913,13.8
55,20160912,13.85
55,20160910,13.91
55,20160909,14.11
55,20160908,14.23
55,20160907,14.16
55,20160906,14.03
55,20160905,13.97
55,20160902,13.87
55,20160901,13.85
55,20160831,13.93
55,20160830,13.96
55,20160829,13.85
55,20160826,13.83
55,20160825,13.78
55,20160824,13.63
55,20160823,13.7
55,20160822,13.58
55,20160819,13.8
55,20160818,13.94
55,20160817,13.79
55,20160816,13.82
55,20160815,13.84
55,20160812,13.87
55,20160811,13.85
55,20160810,13.93
55,20160809,13.79
55,20160808,13.75
55,20160805,13.52
55,20160804,13.4
55,20160803,13.41
55,20160802,13.43
55,20160801,13.45
55,20160729,13.42
55,20160728,13.49
55,20160727,13.42
55,20160726,13.4
55,20160725,13.34
55,20160722,13.34
55,20160721,13.11
55,20160720,13.4
55,20160719,13.52
55,20160718,13.33
55,20160715,13.18
55,20160714,12.98
55,20160713,12.95
55,20160712,12.77
55,20160711,12.65
55,20160707,12.56
55,20160706,12.57
55,20160705,12.76
55,20160704,12.72
55,20160701,12.71
55,20160630,12.64
55,20160629,12.63
55,20160628,12.57
55,20160627,12.55
55,20160624,12.49
55,20160623,12.78
55,20160622,12.83
55,20160621,12.81
55,20160620,12.74
55,20160617,12.65
55,20160616,12.56
55,20160615,12.71
55,20160614,12.79
55,20160613,12.82
55,20160608,12.9
55,20160607,12.82
55,20160606,12.72
55,20160604,12.71
55,20160603,12.73
55,20160602,12.71
55,20160601,12.7
55,20160531,12.65
55,20160530,12.65
55,20160527,12.54
55,20160526,12.4
55,20160525,12.41
55,20160524,12.3
55,20160523,12.35
55,20160520,12.1
55,20160519,12
55,20160518,12.07
55,20160517,12.15
55,20160516,11.99
55,20160513,11.97
55,20160512,12.07
55,20160511,12.1
55,20160510,12.18
55,20160509,12.1
55,20160506,12.1
55,20160505,12.26
55,20160504,12.3
55,20160503,12.38
55,20160429,12.41
55,20160428,12.45
55,20160427,12.58
55,20160426,12.63
55,20160425,12.54
55,20160422,12.5
55,20160421,12.48
55,20160420,12.46
55,20160419,12.53
55,20160418,12.54
55,20160415,12.58
55,20160414,12.53
55,20160413,12.45
55,20160412,12.39
55,20160411,12.35
55,20160408,12.31
55,20160407,12.35
55,20160406,12.45
55,20160401,12.65
55,20160331,12.75
55,20160330,12.7
55,20160329,12.58
55,20160328,12.72
55,20160325,12.72
55,20160324,12.72
55,20160323,12.72
55,20160322,12.74
55,20160321,12.8
55,20160318,12.85
55,20160317,12.78
55,20160316,12.73
55,20160315,12.65
55,20160314,12.9
55,20160311,12.99
55,20160310,12.75
55,20160309,12.74
55,20160308,12.78
55,20160307,12.83
55,20160304,12.75
55,20160303,12.66
55,20160302,12.41
55,20160301,12.26
55,20160226,12.22
55,20160225,12.12
55,20160224,12.02
55,20160223,12.13
55,20160222,12.1
55,20160219,12.05
55,20160218,12.04
55,20160217,11.97
55,20160216,12.05
55,20160215,11.82
55,20160203,11.88
55,20160202,12.07
55,20160201,12.11
55,20160130,12.17
55,20160129,11.91
55,20160128,11.54
55,20160127,11.36
55,20160126,11.4
55,20160125,11.47
55,20160122,11.23
55,20160121,11.15
55,20160120,11.32
55,20160119,11.59
55,20160118,11.5
55,20160115,11.46
55,20160114,11.82
55,20160113,11.98
55,20160112,11.97
55,20160111,12
55,20160108,12.29
55,20160107,12.21
55,20160106,12.46
55,20160105,12.64
55,20160104,12.8
55,20151231,13.02
55,20151230,13.02
55,20151229,13.14
55,20151228,13.2
55,20151225,13.2
55,20151224,13.2
55,20151223,13.11
55,20151222,13
55,20151221,12.96
55,20151218,13.05
55,20151217,13.15
55,20151216,12.9
55,20151215,12.87
55,20151214,12.83
55,20151211,12.95
55,20151210,13.15
55,20151209,13.18
55,20151208,13.4
55,20151207,13.63
55,20151204,13.62
55,20151203,13.77
55,20151202,13.8
55,20151201,13.76
55,20151130,13.56
55,20151127,13.85
55,20151126,13.85
55,20151125,13.8
55,20151124,13.83
55,20151123,14.25
55,20151120,14.24
55,20151119,14.33
55,20151118,14.15
55,20151117,14.41
55,20151116,14.27
55,20151113,14.3
55,20151112,14.35
55,20151111,14.4
55,20151110,14.58
55,20151109,14.71
55,20151106,14.8
55,20151105,15.03
55,20151104,14.92
55,20151103,14.76
55,20151102,14.54
55,20151030,14.56
55,20151029,14.54
55,20151028,14.67
55,20151027,14.73
55,20151026,14.78
55,20151023,14.75
55,20151022,14.6
55,20151021,14.67
55,20151020,14.71
55,20151019,14.72
55,20151016,14.59
55,20151015,14.55
55,20151014,14.41
55,20151013,14.45
55,20151012,14.38
55,20151008,14.3
55,20151007,14.35
55,20151006,14.23
55,20151005,14.12
55,20151002,14.1
55,20151001,14.15
55,20150930,13.9
55,20150925,14.06
55,20150924,14.25
55,20150923,14.31
55,20150922,14.5
55,20150921,14.43
55,20150918,14.83
55,20150917,14.8
55,20150916,14.5
55,20150915,14.44
55,20150914,14.45
55,20150911,14.52
55,20150910,14.44
55,20150909,14.41
55,20150908,14.08
55,20150907,14.07
55,20150904,14.12
55,20150903,14.21
55,20150902,14.3
55,20150901,14.16
55,20150831,14.2
55,20150828,14.26
55,20150827,14
55,20150826,14
55,20150825,13.56
55,20150824,13.1
55,20150821,13.66
55,20150820,14
55,20150819,13.91
55,20150818,14.4
55,20150817,14.71
55,20150814,14.84
55,20150813,14.73
55,20150812,14.8
55,20150811,15.53
55,20150810,15.72
55,20150807,15.68
55,20150806,15.7
55,20150805,15.85
55,20150804,15.65
55,20150803,15.53
55,20150731,15.61
55,20150730,15.66
55,20150729,15.37
55,20150728,15.55
55,20150727,15.61
55,20150724,15.95
55,20150723,16.05
55,20150722,16.02
55,20150721,16.17
55,20150720,16.11
55,20150717,16
55,20150716,16.24
55,20150715,16.07
55,20150714,15.98
55,20150713,15.8
55,20150709,15.61
55,20150708,15.81
55,20150707,16.28
55,20150706,16.2
55,20150703,16.2
55,20150702,16.33
55,20150701,16.31
55,20150630,16.12
55,20150629,16.02
55,20150626,16.38
55,20150625,16.39
55,20150624,16.29
55,20150623,16.33
55,20150622,16.19
55,20150618,16.03
55,20150617,16
55,20150616,16.05
55,20150615,16.16
55,20150612,16.12
55,20150611,15.9
55,20150610,16.08
55,20150609,15.93
55,20150608,16.24
55,20150605,16
55,20150604,15.92
55,20150603,16.23
55,20150602,16.3
55,20150601,16.35
55,20150529,16.49
55,20150528,16.51
55,20150527,16.55
55,20150526,16.3
55,20150525,16.14
55,20150522,16.15
55,20150521,16.06
55,20150520,16.39
55,20150519,16.5
55,20150518,16.1
55,20150515,16.2
55,20150514,16.2
55,20150513,16.6
55,20150512,16.61
55,20150511,16.56
55,20150508,16.51
55,20150507,16.44
55,20150506,16.82
55,20150505,16.85
55,20150504,17.02
55,20150430,16.93
55,20150429,16.93
55,20150428,16.99
55,20150427,17.04
55,20150424,16.65
55,20150423,16.65
55,20150422,15.61
55,20150421,15.5
55,20150420,15.52
55,20150417,15.55
55,20150416,15.5
55,20150415,15.45
55,20150414,15.49
55,20150413,15.41
55,20150410,15.36
55,20150409,15.3
55,20150408,15.14
55,20150407,15.17
55,20150402,15.19
55,20150401,15.07
55,20150331,15.1
55,20150330,15.02
55,20150327,14.99
55,20150326,15.06
55,20150325,15.05
55,20150324,15.13
55,20150323,15.2
55,20150320,15.16
55,20150319,15.2
55,20150318,15.03
55,20150317,14.96
55,20150316,15
55,20150313,14.95
55,20150312,15.02
55,20150311,14.98
55,20150310,14.87
55,20150309,14.87
55,20150306,14.91
55,20150305,14.81
55,20150304,14.85
55,20150303,14.9
55,20150302,14.96
55,20150226,15.01
55,20150225,14.96
55,20150224,14.98
55,20150213,14.78
55,20150212,14.78
55,20150211,14.75
55,20150210,14.8
55,20150209,14.65
55,20150206,14.66
55,20150205,14.71
55,20150204,14.67
55,20150203,14.55
55,20150202,14.5
55,20150130,14.53
55,20150129,14.52
55,20150128,14.62
55,20150127,14.64
55,20150126,14.55
55,20150123,14.65
55,20150122,14.51
55,20150121,14.39
55,20150120,14.35
55,20150119,14.18
55,20150116,14.19
55,20150115,14.33
55,20150114,14.37
55,20150113,14.47
55,20150112,14.45
55,20150109,14.41
55,20150108,14.38
55,20150107,14.22
55,20150106,14.21
55,20150105,14.5
55,20141231,14.61
55,20141230,14.65
55,20141229,14.61
55,20141227,14.56
55,20141226,14.55
55,20141225,14.5
55,20141224,14.52
55,20141223,14.48
55,20141222,14.45
55,20141219,14.25
55,20141218,14.03
55,20141217,14.12
55,20141216,14.3
55,20141215,14.34
55,20141212,14.37
55,20141211,14.4
55,20141210,14.42
55,20141209,14.59
55,20141208,14.69
55,20141205,14.68
55,20141204,14.63
55,20141203,14.6
55,20141202,14.41
55,20141201,14.62
55,20141128,14.89
55,20141127,14.85
55,20141126,14.81
55,20141125,14.9
55,20141124,15.3
55,20141121,15.28
55,20141120,15.31
55,20141119,15.15
55,20141118,15.01
55,20141117,15.06
55,20141114,15.13
55,20141113,15.14
55,20141112,15.08
55,20141111,15.32
55,20141110,15.35
55,20141107,15.14
55,20141106,15.16
55,20141105,15.2
55,20141104,15.31
55,20141103,15.24
55,20141031,15.26
55,20141030,15.16
55,20141029,15.19
55,20141028,15.09
55,20141027,14.74
55,20141024,14.66
55,20141023,14.56
55,20141022,14.7
55,20141021,14.59
55,20141020,14.51
55,20141017,14.37
55,20141016,14.58
55,20141015,14.69
55,20141014,14.9
55,20141013,14.75
55,20141009,15.09
55,20141008,15.02
55,20141007,14.88
55,20141006,15.02
55,20141003,15.1
55,20141002,14.82
55,20141001,14.83
55,20140930,14.92
55,20140929,15
55,20140926,15.12
55,20140925,15.13
55,20140924,15.29
55,20140923,15.29
55,20140922,15.3
55,20140919,15.51
55,20140918,15.4
55,20140917,15.38
55,20140916,15.28
55,20140915,15.4
55,20140912,15.55
55,20140911,15.62
55,20140910,15.65
55,20140909,15.75
55,20140905,15.72
55,20140904,15.64
55,20140903,15.64
55,20140902,15.55
55,20140901,15.7
55,20140829,15.61
55,20140828,15.66
55,20140827,15.7
55,20140826,15.61
55,20140825,15.63
55,20140822,15.62
55,20140821,15.4
55,20140820,15.3
55,20140819,14.99
55,20140818,14.9
55,20140815,15
55,20140814,15.03
55,20140813,15.04
55,20140812,14.89
55,20140811,14.95
55,20140808,14.78
55,20140807,14.83
55,20140806,14.75
55,20140805,14.62
55,20140804,15
55,20140801,15.01
55,20140731,15.23
55,20140730,15.36
55,20140729,15.25
55,20140728,15.47
55,20140725,15.27
55,20140724,15.26
55,20140722,15.04
55,20140721,15.07
55,20140718,15
55,20140717,15
55,20140716,14.92
55,20140715,15
55,20140714,14.78
55,20140711,14.47
55,20140710,14.57
55,20140709,14.33
55,20140708,14.22
55,20140707,14.04
55,20140704,14.07
55,20140703,14.08
