Code,Date,Close
701,20180427,20.86
701,20180426,20.75
701,20180425,20.81
701,20180424,20.88
701,20180423,20.92
701,20180420,21
701,20180419,21.32
701,20180418,21.04
701,20180417,20.95
701,20180416,21.21
701,20180413,21.28
701,20180412,21.21
701,20180411,21.3
701,20180410,21.25
701,20180409,21.04
701,20180403,20.9
701,20180402,21.01
701,20180331,21.07
701,20180330,21.07
701,20180329,20.93
701,20180328,20.98
701,20180327,21.12
701,20180326,20.84
701,20180323,20.88
701,20180322,21.17
701,20180321,21.2
701,20180320,21.2
701,20180319,21.23
701,20180316,21.24
701,20180315,21.23
701,20180314,21.26
701,20180313,21.31
701,20180312,21.21
701,20180309,20.91
701,20180308,20.91
701,20180307,20.85
701,20180306,20.83
701,20180305,20.62
701,20180302,20.73
701,20180301,20.94
701,20180227,21
701,20180226,21.02
701,20180223,20.87
701,20180222,20.8
701,20180221,20.74
701,20180212,20.33
701,20180209,20.19
701,20180208,20.44
701,20180207,20.5
701,20180206,20.21
701,20180205,21.08
701,20180202,21.37
701,20180201,21.44
701,20180131,21.35
701,20180130,21.28
701,20180129,21.49
701,20180126,21.41
701,20180125,21.41
701,20180124,21.38
701,20180123,21.5
701,20180122,21.46
701,20180119,21.42
701,20180118,21.25
701,20180117,21.15
701,20180116,21.1
701,20180115,21.06
701,20180112,20.87
701,20180111,20.83
701,20180110,20.89
701,20180109,20.89
701,20180108,20.88
701,20180105,20.65
701,20180104,20.56
701,20180103,20.51
701,20180102,20.31
701,20171229,20.1
701,20171228,20.17
701,20171227,20.1
701,20171226,20.02
701,20171225,20.17
701,20171222,20.14
701,20171221,20.1
701,20171220,20.08
701,20171219,20.08
701,20171218,20.14
701,20171215,20.13
701,20171214,20.21
701,20171213,20.04
701,20171212,20
701,20171211,20.06
701,20171208,19.97
701,20171207,19.93
701,20171206,19.98
701,20171205,20.17
701,20171204,20.23
701,20171201,20.16
701,20171130,19.95
701,20171129,20.13
701,20171128,20.07
701,20171127,20.21
701,20171124,20.34
701,20171123,20.37
701,20171122,20.33
701,20171121,20.21
701,20171120,19.97
701,20171117,19.98
701,20171116,19.93
701,20171115,19.95
701,20171114,20
701,20171113,20
701,20171110,19.96
701,20171109,19.97
701,20171108,20.02
701,20171107,20.06
701,20171106,19.96
701,20171103,19.98
701,20171102,20.03
701,20171101,20.05
701,20171031,20.08
701,20171030,20.03
701,20171027,19.99
701,20171026,19.93
701,20171025,19.99
701,20171024,19.99
701,20171023,20.06
701,20171020,20.18
701,20171019,20.22
701,20171018,20.19
701,20171017,20.2
701,20171016,20.19
701,20171013,20.04
701,20171012,20.13
701,20171011,20.02
701,20171006,19.87
701,20171005,19.86
701,20171003,19.83
701,20171002,19.84
701,20170930,19.84
701,20170929,19.72
701,20170928,19.67
701,20170927,19.78
701,20170926,19.67
701,20170925,19.76
701,20170922,19.95
701,20170921,20.15
701,20170920,20.02
701,20170919,20.15
701,20170918,20.31
701,20170915,20.26
701,20170914,20.3
701,20170913,20.34
701,20170912,20.44
701,20170911,20.4
701,20170908,20.43
701,20170907,20.27
701,20170906,20.31
701,20170905,20.4
701,20170904,20.4
701,20170901,20.47
701,20170831,20.46
701,20170830,20.41
701,20170829,20.29
701,20170828,20.31
701,20170825,20.28
701,20170824,20.2
701,20170823,20.15
701,20170822,20.1
701,20170821,20.07
701,20170818,20.1
701,20170817,20.09
