Code,Date,Open,High,Low,Close,Volumn
0052,20130102,32.30,32.76,32.30,32.72,26
0052,20130103,32.76,33.00,32.12,32.12,108
0052,20130104,32.40,32.64,32.40,32.48,59
0052,20130107,32.12,32.12,32.06,32.09,25
0052,20130108,32.00,32.20,31.72,31.72,20
0052,20130109,31.90,32.15,31.90,32.15,11
0052,20130110,32.11,32.30,32.01,32.01,34
0052,20130111,32.45,32.55,32.40,32.48,52
0052,20130114,32.51,33.00,32.51,33.00,3
0052,20130115,32.74,32.74,32.46,32.46,2
0052,20130116,32.02,32.39,32.02,32.05,10
0052,20130117,32.51,32.51,31.74,31.74,10
0052,20130118,32.40,32.40,32.38,32.38,2
0052,20130121,32.25,32.25,32.20,32.20,2
0052,20130122,32.34,32.34,32.34,32.34,1
0052,20130123,32.50,32.50,31.85,31.85,4
0052,20130124,32.25,32.25,32.25,32.25,4
0052,20130125,32.21,32.21,32.14,32.14,2
0052,20130128,32.30,32.30,32.30,32.30,1
0052,20130129,32.67,32.88,32.66,32.88,17
0052,20130130,32.90,33.00,32.90,33.00,18
0052,20130131,32.65,32.65,32.61,32.61,12
0052,20130201,33.11,33.11,33.11,33.11,2
0052,20130204,33.20,33.20,33.01,33.01,3
0052,20130205,32.69,32.71,32.69,32.71,5
0052,20130206,33.06,33.21,33.06,33.21,9
0052,20130218,33.53,33.80,33.52,33.52,14
0052,20130219,33.84,33.87,33.71,33.84,5
0052,20130220,34.12,34.13,34.00,34.11,5
0052,20130221,33.97,33.97,33.75,33.75,2
0052,20130222,33.75,33.75,33.75,33.75,1
0052,20130223,33.73,33.73,33.73,33.73,4
0052,20130225,33.53,33.62,33.53,33.61,23
0052,20130226,33.11,33.40,33.11,33.18,69
0052,20130227,33.17,33.25,32.93,33.16,61
0052,20130301,33.21,33.63,33.21,33.41,14
0052,20130304,33.43,33.50,33.21,33.21,31
0052,20130305,33.53,33.53,33.53,33.53,1
0052,20130306,33.90,33.90,33.63,33.70,60
0052,20130307,33.64,33.71,33.52,33.52,67
0052,20130308,33.68,33.75,33.67,33.75,58
0052,20130311,33.60,33.72,33.58,33.72,32
0052,20130312,33.63,33.73,33.63,33.63,9
0052,20130313,33.59,33.66,33.37,33.66,113
0052,20130314,33.55,33.63,33.50,33.54,39
0052,20130315,33.34,33.34,33.34,33.34,2
0052,20130318,32.95,32.95,32.59,32.59,3
0052,20130319,32.86,32.87,32.86,32.87,3
0052,20130320,32.87,32.87,32.87,32.87,0
0052,20130321,32.87,32.87,32.87,32.87,0
0052,20130322,32.50,32.50,32.31,32.31,3
0052,20130325,32.80,32.80,32.78,32.78,2
0052,20130326,32.73,32.73,32.73,32.73,1
0052,20130327,32.99,33.09,32.99,33.07,5
0052,20130328,33.07,33.07,33.07,33.07,0
0052,20130329,32.86,33.07,32.86,32.92,27
0052,20130401,33.02,33.03,33.02,33.03,2
0052,20130402,33.00,33.00,33.00,33.00,1
0052,20130403,33.00,33.00,32.98,32.98,8
0052,20130408,32.69,32.71,32.49,32.49,5
0052,20130409,32.49,32.49,32.16,32.16,13
0052,20130410,32.22,32.22,32.13,32.14,25
0052,20130411,32.69,32.69,32.69,32.69,1
0052,20130412,32.87,32.87,32.84,32.84,11
0052,20130415,32.69,32.69,32.41,32.41,8
0052,20130416,32.41,32.41,32.41,32.41,8
0052,20130417,32.50,32.59,32.50,32.55,53
0052,20130418,32.55,32.60,32.55,32.60,3
0052,20130419,33.00,33.95,33.00,33.74,6
0052,20130422,33.76,34.29,33.76,34.29,6
0052,20130423,33.86,33.86,33.80,33.81,6
0052,20130424,33.81,33.81,33.81,33.81,2
0052,20130425,33.90,34.29,33.90,34.19,17
0052,20130426,34.28,34.68,34.28,34.50,57
0052,20130429,34.42,34.65,34.42,34.65,14
0052,20130430,34.70,35.05,34.70,35.05,41
0052,20130502,35.00,35.00,34.96,35.00,10
0052,20130503,35.30,35.45,35.19,35.19,36
0052,20130506,35.24,35.27,35.24,35.26,7
0052,20130507,35.31,35.69,35.31,35.69,34
0052,20130508,35.57,36.10,35.57,36.10,26
0052,20130509,36.26,36.30,36.20,36.20,12
0052,20130510,35.95,36.05,35.77,35.77,5
0052,20130513,35.77,36.13,35.77,35.97,6
0052,20130514,36.16,36.30,36.11,36.11,38
0052,20130515,36.30,36.30,35.93,35.93,20
0052,20130516,36.41,36.61,36.33,36.33,28
0052,20130517,36.11,36.25,36.11,36.25,20
0052,20130520,36.15,36.29,36.15,36.29,9
0052,20130521,36.29,36.38,36.15,36.15,19
0052,20130522,36.29,36.44,36.14,36.14,16
0052,20130523,35.77,35.88,35.33,35.33,10
0052,20130524,35.28,35.39,35.28,35.39,4
0052,20130527,35.26,35.31,35.26,35.26,6
0052,20130528,35.88,35.88,35.88,35.88,3
0052,20130529,35.13,35.81,35.13,35.74,18
0052,20130530,35.57,35.63,35.46,35.46,5
0052,20130531,35.46,35.46,35.46,35.46,0
0052,20130603,34.93,35.03,34.89,35.03,12
0052,20130604,35.32,35.32,35.32,35.32,2
0052,20130605,35.33,35.35,35.33,35.35,2
0052,20130606,34.68,34.68,34.45,34.45,5
0052,20130607,35.03,35.03,34.82,34.82,6
0052,20130610,34.93,34.93,34.93,34.93,5
0052,20130611,34.80,34.86,34.80,34.86,2
0052,20130613,33.90,33.90,33.89,33.89,2
0052,20130614,33.93,34.01,33.80,33.80,11
0052,20130617,33.87,33.87,33.87,33.87,1
0052,20130618,33.93,33.93,33.93,33.93,3
0052,20130619,34.21,34.21,34.21,34.21,1
0052,20130620,33.52,33.55,33.08,33.08,138
0052,20130621,32.58,32.58,32.33,32.50,18
0052,20130624,32.50,32.50,32.50,32.50,0
0052,20130625,32.05,32.45,31.85,32.28,56
0052,20130626,32.58,32.58,32.58,32.58,2
0052,20130627,33.19,33.43,33.19,33.43,2
0052,20130628,33.43,33.43,33.43,33.43,0
0052,20130701,33.78,33.81,33.78,33.81,8
0052,20130702,33.81,33.81,33.81,33.81,0
0052,20130703,34.10,34.10,33.59,33.59,16
0052,20130704,33.86,33.91,33.81,33.88,19
0052,20130705,34.42,34.50,34.42,34.50,28
0052,20130708,33.59,33.59,33.59,33.59,1
0052,20130709,35.80,35.80,33.66,33.66,3
0052,20130710,34.10,34.10,34.10,34.10,1
0052,20130711,34.56,34.71,34.56,34.71,6
0052,20130712,34.70,34.70,34.63,34.63,11
0052,20130715,34.62,34.71,34.62,34.71,7
0052,20130716,34.51,34.51,34.51,34.51,1
0052,20130717,35.00,35.00,34.61,34.61,3
0052,20130718,33.80,33.80,33.80,33.80,1
0052,20130719,33.80,33.80,31.99,31.99,47
0052,20130722,32.45,32.48,32.15,32.15,12
0052,20130723,32.54,33.35,32.54,33.10,5
0052,20130724,33.26,33.50,33.03,33.03,7
0052,20130725,33.44,33.44,33.44,33.44,1
0052,20130726,33.44,33.44,33.44,33.44,5
0052,20130729,33.28,33.30,33.25,33.27,26
0052,20130730,33.18,33.24,33.17,33.17,21
0052,20130731,32.30,33.12,32.30,33.12,11
0052,20130801,32.95,32.95,32.94,32.95,7
0052,20130802,33.41,33.41,33.07,33.07,13
0052,20130805,32.90,32.90,32.71,32.71,2
0052,20130806,32.75,32.75,32.49,32.49,2
0052,20130807,32.34,32.34,32.09,32.09,12
0052,20130808,31.88,31.88,31.87,31.87,7
0052,20130809,31.87,31.87,31.87,31.87,0
0052,20130812,31.86,32.06,31.86,32.00,4
