Code,Date,Open,High,Low,Close,Volumn
006203,20130102,26.16,26.16,26.11,26.11,28
006203,20130103,26.40,26.50,26.40,26.50,8
006203,20130104,26.35,26.37,26.35,26.37,21
006203,20130107,26.05,26.05,26.05,26.05,15
006203,20130108,25.85,25.85,25.85,25.85,10
006203,20130109,26.05,26.05,26.05,26.05,12
006203,20130110,26.05,26.05,26.05,26.05,0
006203,20130111,26.11,26.50,26.11,26.30,50
006203,20130114,26.10,26.10,26.10,26.10,10
006203,20130115,26.20,26.20,26.10,26.10,42
006203,20130116,26.15,26.15,26.15,26.15,2
006203,20130117,26.15,26.15,26.15,26.15,2
006203,20130118,25.95,25.95,25.95,25.95,2
006203,20130121,26.00,26.34,26.00,26.34,4
006203,20130122,26.05,26.05,26.05,26.05,4
006203,20130123,26.25,26.33,26.25,26.25,99
006203,20130124,25.95,26.10,25.80,26.10,93
006203,20130125,25.80,25.80,25.80,25.80,5
006203,20130128,26.00,26.14,26.00,26.14,28
006203,20130129,26.20,26.49,26.20,26.49,15
006203,20130130,26.50,26.60,26.50,26.60,28
006203,20130131,26.45,26.50,26.40,26.45,106
006203,20130201,26.60,26.70,26.55,26.70,17
006203,20130204,26.70,26.90,26.70,26.90,23
006203,20130205,26.60,26.85,26.60,26.60,6
006203,20130206,26.20,26.84,26.20,26.84,159
006203,20130218,27.00,27.15,27.00,27.15,3
006203,20130219,27.10,27.29,27.10,27.29,39
006203,20130220,27.29,27.30,27.29,27.30,39
006203,20130221,27.05,27.05,27.05,27.05,33
006203,20130222,26.65,27.10,26.65,27.10,272
006203,20130223,27.10,27.10,27.03,27.03,43
006203,20130225,27.03,27.03,27.03,27.03,0
006203,20130226,26.71,26.86,26.71,26.86,17
006203,20130227,26.70,26.80,26.70,26.80,2
006203,20130301,26.95,26.95,26.95,26.95,2
006203,20130304,26.81,26.81,26.80,26.80,2
006203,20130305,26.80,26.81,26.80,26.80,141
006203,20130306,26.94,27.12,26.94,26.95,21
006203,20130307,27.00,27.03,27.00,27.00,23
006203,20130308,27.10,27.20,27.10,27.20,9
006203,20130311,26.91,27.30,26.91,27.30,52
006203,20130312,27.26,27.27,27.25,27.25,10
006203,20130313,27.25,27.25,27.15,27.15,7
006203,20130314,27.00,27.00,27.00,27.00,70
006203,20130315,26.85,26.85,26.85,26.85,26
006203,20130318,26.62,26.62,26.56,26.56,38
006203,20130319,26.75,26.75,26.75,26.75,1
006203,20130320,26.42,26.42,26.42,26.42,7
006203,20130321,26.45,26.45,26.45,26.45,1
006203,20130322,26.45,26.45,26.45,26.45,2
006203,20130325,26.54,26.60,26.54,26.60,4
006203,20130326,26.13,26.45,26.13,26.45,16
006203,20130327,26.45,26.45,26.45,26.45,2
006203,20130328,26.45,26.45,26.45,26.45,0
006203,20130329,26.70,26.70,26.70,26.70,2
006203,20130401,26.74,26.74,26.60,26.60,179
006203,20130402,26.60,26.64,26.60,26.63,20
006203,20130403,26.74,26.88,26.74,26.88,8
006203,20130408,26.88,26.88,26.88,26.88,0
006203,20130409,26.24,26.24,26.20,26.22,107
006203,20130410,26.15,26.15,26.15,26.15,2
006203,20130411,26.24,26.43,26.24,26.43,16
006203,20130412,26.50,26.50,26.50,26.50,1
006203,20130415,26.30,26.30,26.30,26.30,17
006203,20130416,26.30,26.30,26.30,26.30,0
006203,20130417,26.40,26.40,26.30,26.30,2
006203,20130418,26.30,26.34,26.30,26.34,2
006203,20130419,26.70,26.80,26.70,26.80,37
006203,20130422,27.05,27.05,27.05,27.05,8
006203,20130423,26.80,26.80,26.80,26.80,5
006203,20130424,26.90,26.90,26.90,26.90,24
006203,20130425,27.05,27.25,27.05,27.25,8
006203,20130426,27.25,27.40,27.25,27.35,42
006203,20130429,27.25,27.30,27.25,27.30,85
006203,20130430,27.50,27.60,27.50,27.60,62
006203,20130502,27.60,27.61,27.55,27.60,31
006203,20130503,27.80,27.81,27.80,27.80,23
006203,20130506,27.84,27.84,27.75,27.75,64
006203,20130507,27.80,27.90,27.80,27.90,107
006203,20130508,27.90,28.30,27.90,28.13,208
006203,20130509,28.31,28.31,28.30,28.31,104
006203,20130510,28.31,28.31,28.21,28.21,95
006203,20130513,28.21,28.26,28.19,28.19,200
006203,20130514,28.20,28.32,28.20,28.25,41
006203,20130515,28.06,28.21,28.06,28.21,43
006203,20130516,28.50,28.51,28.50,28.51,25
006203,20130517,28.50,28.54,28.50,28.51,34
006203,20130520,28.41,28.41,28.41,28.41,19
006203,20130521,28.46,28.50,28.46,28.50,127
006203,20130522,28.50,28.50,28.50,28.50,1
006203,20130523,28.04,28.04,28.04,28.04,12
006203,20130524,28.04,28.04,27.80,27.80,191
006203,20130527,27.80,27.84,27.80,27.82,5
006203,20130528,28.00,28.01,27.96,28.01,6
006203,20130529,28.06,28.15,28.06,28.15,2
006203,20130530,28.00,28.00,28.00,28.00,19
006203,20130531,28.00,28.05,28.00,28.00,5
006203,20130603,28.00,28.00,28.00,28.00,0
006203,20130604,28.00,28.00,27.31,27.31,3
006203,20130605,27.41,27.41,27.31,27.31,3
006203,20130606,27.40,27.40,27.23,27.23,9
006203,20130607,27.23,27.23,27.23,27.23,0
006203,20130610,27.30,27.40,27.21,27.21,5
006203,20130611,27.44,27.45,27.44,27.45,41
006203,20130613,27.00,27.00,27.00,27.00,1
006203,20130614,26.93,26.93,26.89,26.92,4
006203,20130617,26.80,26.80,26.80,26.80,1
006203,20130618,26.85,26.85,26.85,26.85,1
006203,20130619,26.85,26.85,26.85,26.85,0
006203,20130620,26.85,26.85,26.85,26.85,0
006203,20130621,26.00,26.20,26.00,26.20,2
006203,20130624,25.90,25.90,25.81,25.90,6
006203,20130625,25.99,25.99,25.99,25.99,1
006203,20130626,26.30,26.30,26.30,26.30,1
006203,20130627,26.30,26.30,26.30,26.30,2
006203,20130628,26.30,26.30,26.30,26.30,0
006203,20130701,26.55,26.55,26.55,26.55,0
006203,20130702,26.71,27.19,26.71,26.97,26
006203,20130703,26.90,26.90,26.90,26.90,2
006203,20130704,26.90,26.90,26.90,26.90,0
006203,20130705,27.20,27.20,27.20,27.20,1
006203,20130708,27.20,27.20,27.20,27.20,0
006203,20130709,26.93,26.93,26.90,26.90,4
006203,20130710,27.20,27.40,27.20,27.40,3
006203,20130711,27.60,27.80,27.60,27.80,2
006203,20130712,27.85,27.85,27.85,27.85,4
006203,20130715,27.85,27.95,27.85,27.95,9
006203,20130716,28.00,28.03,28.00,28.00,7
006203,20130717,28.05,28.10,28.05,28.10,19
006203,20130718,27.75,27.75,27.75,27.75,11
006203,20130719,27.60,27.60,27.40,27.40,17
006203,20130722,27.40,27.40,27.40,27.40,0
006203,20130723,27.60,28.03,27.60,28.03,3
006203,20130724,28.03,28.03,28.03,28.03,0
006203,20130725,27.96,27.96,27.96,27.96,0
006203,20130726,27.65,27.65,27.65,27.65,80
006203,20130729,27.50,27.50,27.50,27.50,35
006203,20130730,27.50,27.50,27.50,27.50,3
006203,20130731,27.64,27.64,27.64,27.64,18
006203,20130801,27.64,27.64,27.64,27.64,0
006203,20130802,27.64,27.64,27.64,27.64,0
006203,20130805,27.64,27.64,27.45,27.45,4
006203,20130806,27.10,27.10,27.10,27.10,4
006203,20130807,26.90,26.90,26.90,26.90,2
006203,20130808,26.61,26.61,26.61,26.61,2
006203,20130809,26.61,26.61,26.61,26.61,0
006203,20130812,26.61,26.70,26.61,26.70,4
006203,20130813,26.70,26.70,26.70,26.70,0
006203,20130814,26.83,26.83,26.83,26.83,0
006203,20130815,26.83,26.83,26.83,26.83,0
006203,20130816,26.75,26.75,26.75,26.75,2
006203,20130819,26.80,27.04,26.80,27.04,10
006203,20130820,27.04,27.04,27.04,27.04,0
006203,20130822,27.04,27.04,27.04,27.04,0
006203,20130823,26.80,26.80,26.80,26.80,4
006203,20130826,26.80,26.80,26.80,26.80,10
006203,20130827,26.80,26.80,26.80,26.80,0
006203,20130828,26.60,26.60,26.60,26.60,4
006203,20130829,26.84,26.85,26.84,26.85,25
006203,20130830,27.20,27.39,27.20,27.39,2
006203,20130902,27.30,27.43,27.30,27.35,7
006203,20130903,28.02,28.02,28.02,28.02,1
006203,20130904,27.60,27.60,27.60,27.60,4
006203,20130905,27.74,27.74,27.70,27.70,4
006203,20130906,27.70,27.70,27.70,27.70,0
006203,20130909,27.90,27.90,27.84,27.85,3
006203,20130910,27.92,28.16,27.92,28.16,10
006203,20130911,28.00,28.00,28.00,28.00,9
006203,20130912,28.00,28.04,27.81,27.81,16
006203,20130913,28.14,28.14,27.92,27.92,51
006203,20130914,27.92,27.92,27.88,27.88,5
006203,20130916,27.94,28.24,27.94,28.24,38
006203,20130917,28.24,28.64,28.21,28.63,114
006203,20130918,28.20,28.20,28.20,28.20,77
006203,20130923,28.24,28.45,28.24,28.45,7
006203,20130924,28.25,28.33,28.25,28.33,31
006203,20130925,28.20,28.20,28.20,28.20,1
006203,20130926,28.00,28.00,28.00,28.00,4
006203,20130927,28.14,28.17,28.04,28.05,8
006203,20130930,27.70,27.95,27.70,27.95,3
006203,20131001,27.88,27.88,27.88,27.88,7
006203,20131002,27.88,27.88,27.88,27.88,4
006203,20131003,28.11,28.50,28.11,28.49,3
006203,20131004,28.49,28.54,28.40,28.54,13
006203,20131007,28.54,28.54,28.54,28.54,3
006203,20131008,28.40,28.40,28.40,28.40,9
006203,20131009,28.41,28.53,28.41,28.53,29
006203,20131011,28.65,28.65,28.65,28.65,42
006203,20131014,28.50,28.50,28.50,28.50,3
006203,20131015,28.54,28.59,28.50,28.59,12
006203,20131016,28.61,28.62,28.61,28.62,6
006203,20131017,28.64,28.70,28.64,28.64,5
006203,20131018,28.64,28.65,28.64,28.65,29
006203,20131021,28.80,28.84,28.80,28.80,6
006203,20131022,28.70,28.70,28.70,28.70,25
006203,20131023,28.73,28.77,28.72,28.72,111
006203,20131024,28.60,28.60,28.60,28.60,3
006203,20131025,28.50,28.50,28.50,28.50,85
006203,20131028,28.50,28.75,28.41,28.75,6
006203,20131029,28.75,28.75,28.75,28.75,14
006203,20131030,28.75,28.75,28.75,28.75,0
006203,20131031,28.75,28.80,28.75,28.80,25
006203,20131101,28.94,28.95,28.80,28.80,29
006203,20131104,28.60,28.60,28.50,28.50,12
006203,20131105,28.50,28.50,28.30,28.30,4
006203,20131106,28.15,28.15,28.15,28.15,67
006203,20131107,28.20,28.20,28.20,28.20,7
006203,20131108,28.20,28.20,28.20,28.20,30
006203,20131111,28.04,28.04,27.43,27.90,56
006203,20131112,28.05,28.05,28.05,28.05,7
006203,20131113,27.75,27.75,27.75,27.75,50
006203,20131114,27.70,27.75,27.65,27.65,34
006203,20131115,27.65,27.65,27.65,27.65,0
006203,20131118,28.10,28.29,28.10,28.10,3
006203,20131119,28.10,28.10,28.10,28.10,4
006203,20131120,28.10,28.10,28.10,28.10,0
006203,20131121,28.10,28.10,28.10,28.10,0
006203,20131122,28.00,28.00,27.55,27.55,2
006203,20131125,27.50,27.50,26.92,26.92,2
006203,20131126,26.92,26.92,26.92,26.92,0
006203,20131127,27.22,27.22,27.22,27.22,0
006203,20131128,27.64,27.64,27.64,27.64,8
006203,20131129,27.78,27.78,27.78,27.78,1
006203,20131202,28.00,28.00,28.00,28.00,2
006203,20131203,27.99,27.99,27.99,27.99,1
006203,20131204,27.70,27.70,27.70,27.70,2
006203,20131205,27.70,27.70,27.70,27.70,0
006203,20131206,27.65,27.65,27.65,27.65,7
006203,20131209,27.71,27.72,27.71,27.72,2
006203,20131210,27.80,27.80,27.80,27.80,2
006203,20131211,27.79,27.79,27.79,27.79,1
006203,20131212,27.60,27.60,27.60,27.60,17
006203,20131213,27.60,27.60,27.60,27.60,0
006203,20131216,27.60,27.60,27.60,27.60,2
006203,20131217,27.60,27.60,27.52,27.52,51
006203,20131218,27.48,27.48,27.48,27.48,2
006203,20131219,27.48,27.48,27.48,27.48,0
006203,20131220,27.60,27.60,27.60,27.60,1
006203,20131223,27.70,27.87,27.70,27.85,7
006203,20131224,27.85,27.85,27.85,27.85,0
006203,20131225,27.85,27.85,27.85,27.85,17
006203,20131226,27.85,27.85,27.85,27.85,0
006203,20131227,27.90,28.29,27.90,28.29,446
006203,20131230,28.29,28.48,28.29,28.48,232
006203,20131231,28.54,28.54,28.39,28.45,388
006203,20140102,28.39,28.39,28.39,28.39,14
006203,20140103,28.20,28.20,28.04,28.04,6
006203,20140106,27.96,27.96,27.81,27.81,45
006203,20140107,27.84,27.90,27.84,27.87,12
006203,20140108,27.87,27.87,27.87,27.87,0
006203,20140109,27.94,27.94,27.90,27.94,71
006203,20140110,27.94,27.94,27.88,27.88,10
006203,20140113,28.14,28.18,28.14,28.18,5
006203,20140114,27.94,27.94,27.94,27.94,9
006203,20140115,28.11,28.20,28.11,28.20,116
006203,20140116,28.44,28.47,28.40,28.40,7
006203,20140117,28.50,28.50,28.40,28.40,5
006203,20140120,28.40,28.40,28.37,28.37,12
006203,20140121,28.46,28.46,28.36,28.36,73
006203,20140122,28.36,28.40,28.36,28.36,129
006203,20140123,28.50,28.50,28.43,28.43,67
006203,20140124,28.43,28.43,28.33,28.40,37
006203,20140127,27.84,27.84,27.81,27.81,20
006203,20140205,27.16,27.16,27.16,27.16,4
006203,20140206,27.16,27.16,27.16,27.16,4
006203,20140207,27.34,27.43,27.34,27.43,10
006203,20140210,27.49,27.49,27.49,27.49,34
006203,20140211,27.44,27.50,27.44,27.50,13
006203,20140212,27.50,27.50,27.50,27.50,0
006203,20140213,27.82,27.95,27.82,27.95,52
006203,20140214,27.95,27.95,27.95,27.95,0
006203,20140217,27.99,27.99,27.99,27.99,0
006203,20140218,28.00,28.01,28.00,28.00,10
006203,20140219,28.14,28.24,28.14,28.20,37
006203,20140220,27.96,27.96,27.96,27.96,2
006203,20140221,28.11,28.30,28.11,28.30,8
006203,20140224,28.18,28.18,28.18,28.18,17
006203,20140225,28.18,28.20,28.04,28.20,54
006203,20140226,28.20,28.42,28.19,28.42,62
006203,20140227,28.27,28.27,28.27,28.27,17
006203,20140303,27.89,27.95,27.89,27.95,15
006203,20140304,28.16,28.16,28.16,28.16,1
006203,20140305,28.41,28.41,28.41,28.41,1
006203,20140306,28.41,28.44,28.41,28.44,4
006203,20140307,28.70,28.85,28.70,28.84,11
006203,20140310,28.70,28.70,28.50,28.50,19
006203,20140311,28.64,28.78,28.60,28.78,67
006203,20140312,28.50,28.50,28.49,28.49,40
006203,20140313,28.64,28.90,28.64,28.87,7
006203,20140314,28.65,28.65,28.65,28.65,1
006203,20140317,28.65,28.65,28.55,28.57,27
006203,20140318,28.79,28.80,28.70,28.70,8
006203,20140319,28.64,28.74,28.56,28.74,55
006203,20140320,28.25,28.25,28.25,28.25,19
006203,20140321,28.31,28.36,28.25,28.36,206
006203,20140324,28.43,28.43,28.28,28.41,112
006203,20140325,28.49,28.49,28.49,28.49,42
006203,20140326,28.74,28.88,28.74,28.88,93
006203,20140327,28.88,28.88,28.76,28.77,6
006203,20140328,28.90,29.10,28.90,28.93,20
006203,20140331,29.03,29.08,28.96,29.08,55
006203,20140401,29.20,29.30,29.19,29.30,233
006203,20140402,29.40,29.54,29.40,29.50,136
006203,20140403,29.39,29.39,29.33,29.36,115
006203,20140407,29.22,29.24,29.22,29.24,79
006203,20140408,29.40,29.50,29.40,29.50,69
006203,20140409,29.54,29.54,29.46,29.46,15
006203,20140410,29.50,29.64,29.50,29.64,136
006203,20140411,29.43,29.50,29.43,29.50,46
006203,20140414,29.50,29.59,29.45,29.59,69
006203,20140415,29.61,29.64,29.61,29.64,97
006203,20140416,29.63,29.71,29.61,29.71,37
006203,20140417,29.67,29.69,29.67,29.69,19
006203,20140418,29.81,29.84,29.74,29.74,104
006203,20140421,29.74,29.74,29.64,29.70,52
006203,20140422,29.84,29.85,29.83,29.85,55
006203,20140423,29.89,29.95,29.89,29.95,109
006203,20140424,29.77,29.77,29.73,29.74,53
006203,20140425,29.74,29.84,29.44,29.44,163
006203,20140428,29.20,29.50,29.18,29.50,29
006203,20140429,29.64,29.64,29.50,29.50,74
