Code,Open,High,Low,Close,Volumn
006203,26.16,26.16,26.11,26.11,28
006203,26.40,26.50,26.40,26.50,8
006203,26.35,26.37,26.35,26.37,21
006203,26.05,26.05,26.05,26.05,15
006203,25.85,25.85,25.85,25.85,10
006203,26.05,26.05,26.05,26.05,12
006203,26.05,26.05,26.05,26.05,0
006203,26.11,26.50,26.11,26.30,50
006203,26.10,26.10,26.10,26.10,10
006203,26.20,26.20,26.10,26.10,42
006203,26.15,26.15,26.15,26.15,2
006203,26.15,26.15,26.15,26.15,2
006203,25.95,25.95,25.95,25.95,2
006203,26.00,26.34,26.00,26.34,4
006203,26.05,26.05,26.05,26.05,4
006203,26.25,26.33,26.25,26.25,99
006203,25.95,26.10,25.80,26.10,93
006203,25.80,25.80,25.80,25.80,5
006203,26.00,26.14,26.00,26.14,28
006203,26.20,26.49,26.20,26.49,15
006203,26.50,26.60,26.50,26.60,28
006203,26.45,26.50,26.40,26.45,106
006203,26.60,26.70,26.55,26.70,17
006203,26.70,26.90,26.70,26.90,23
006203,26.60,26.85,26.60,26.60,6
006203,26.20,26.84,26.20,26.84,159
006203,27.00,27.15,27.00,27.15,3
006203,27.10,27.29,27.10,27.29,39
006203,27.29,27.30,27.29,27.30,39
006203,27.05,27.05,27.05,27.05,33
006203,26.65,27.10,26.65,27.10,272
006203,27.10,27.10,27.03,27.03,43
006203,27.03,27.03,27.03,27.03,0
006203,26.71,26.86,26.71,26.86,17
006203,26.70,26.80,26.70,26.80,2
006203,26.95,26.95,26.95,26.95,2
006203,26.81,26.81,26.80,26.80,2
006203,26.80,26.81,26.80,26.80,141
006203,26.94,27.12,26.94,26.95,21
006203,27.00,27.03,27.00,27.00,23
006203,27.10,27.20,27.10,27.20,9
006203,26.91,27.30,26.91,27.30,52
006203,27.26,27.27,27.25,27.25,10
006203,27.25,27.25,27.15,27.15,7
006203,27.00,27.00,27.00,27.00,70
006203,26.85,26.85,26.85,26.85,26
006203,26.62,26.62,26.56,26.56,38
006203,26.75,26.75,26.75,26.75,1
006203,26.42,26.42,26.42,26.42,7
006203,26.45,26.45,26.45,26.45,1
006203,26.45,26.45,26.45,26.45,2
006203,26.54,26.60,26.54,26.60,4
006203,26.13,26.45,26.13,26.45,16
006203,26.45,26.45,26.45,26.45,2
006203,26.45,26.45,26.45,26.45,0
006203,26.70,26.70,26.70,26.70,2
006203,26.74,26.74,26.60,26.60,179
006203,26.60,26.64,26.60,26.63,20
006203,26.74,26.88,26.74,26.88,8
006203,26.88,26.88,26.88,26.88,0
006203,26.24,26.24,26.20,26.22,107
006203,26.15,26.15,26.15,26.15,2
006203,26.24,26.43,26.24,26.43,16
006203,26.50,26.50,26.50,26.50,1
006203,26.30,26.30,26.30,26.30,17
006203,26.30,26.30,26.30,26.30,0
006203,26.40,26.40,26.30,26.30,2
006203,26.30,26.34,26.30,26.34,2
006203,26.70,26.80,26.70,26.80,37
006203,27.05,27.05,27.05,27.05,8
006203,26.80,26.80,26.80,26.80,5
006203,26.90,26.90,26.90,26.90,24
006203,27.05,27.25,27.05,27.25,8
006203,27.25,27.40,27.25,27.35,42
006203,27.25,27.30,27.25,27.30,85
006203,27.50,27.60,27.50,27.60,62
006203,27.60,27.61,27.55,27.60,31
006203,27.80,27.81,27.80,27.80,23
006203,27.84,27.84,27.75,27.75,64
006203,27.80,27.90,27.80,27.90,107
006203,27.90,28.30,27.90,28.13,208
006203,28.31,28.31,28.30,28.31,104
006203,28.31,28.31,28.21,28.21,95
006203,28.21,28.26,28.19,28.19,200
006203,28.20,28.32,28.20,28.25,41
006203,28.06,28.21,28.06,28.21,43
006203,28.50,28.51,28.50,28.51,25
006203,28.50,28.54,28.50,28.51,34
006203,28.41,28.41,28.41,28.41,19
006203,28.46,28.50,28.46,28.50,127
006203,28.50,28.50,28.50,28.50,1
006203,28.04,28.04,28.04,28.04,12
006203,28.04,28.04,27.80,27.80,191
006203,27.80,27.84,27.80,27.82,5
006203,28.00,28.01,27.96,28.01,6
006203,28.06,28.15,28.06,28.15,2
006203,28.00,28.00,28.00,28.00,19
006203,28.00,28.05,28.00,28.00,5
006203,28.00,28.00,28.00,28.00,0
006203,28.00,28.00,27.31,27.31,3
006203,27.41,27.41,27.31,27.31,3
006203,27.40,27.40,27.23,27.23,9
006203,27.23,27.23,27.23,27.23,0
006203,27.30,27.40,27.21,27.21,5
006203,27.44,27.45,27.44,27.45,41
006203,27.00,27.00,27.00,27.00,1
006203,26.93,26.93,26.89,26.92,4
006203,26.80,26.80,26.80,26.80,1
006203,26.85,26.85,26.85,26.85,1
006203,26.85,26.85,26.85,26.85,0
006203,26.85,26.85,26.85,26.85,0
006203,26.00,26.20,26.00,26.20,2
006203,25.90,25.90,25.81,25.90,6
006203,25.99,25.99,25.99,25.99,1
006203,26.30,26.30,26.30,26.30,1
006203,26.30,26.30,26.30,26.30,2
006203,26.30,26.30,26.30,26.30,0
006203,26.55,26.55,26.55,26.55,0
006203,26.71,27.19,26.71,26.97,26
006203,26.90,26.90,26.90,26.90,2
006203,26.90,26.90,26.90,26.90,0
006203,27.20,27.20,27.20,27.20,1
006203,27.20,27.20,27.20,27.20,0
006203,26.93,26.93,26.90,26.90,4
006203,27.20,27.40,27.20,27.40,3
006203,27.60,27.80,27.60,27.80,2
006203,27.85,27.85,27.85,27.85,4
006203,27.85,27.95,27.85,27.95,9
006203,28.00,28.03,28.00,28.00,7
006203,28.05,28.10,28.05,28.10,19
006203,27.75,27.75,27.75,27.75,11
006203,27.60,27.60,27.40,27.40,17
006203,27.40,27.40,27.40,27.40,0
006203,27.60,28.03,27.60,28.03,3
006203,28.03,28.03,28.03,28.03,0
006203,27.96,27.96,27.96,27.96,0
006203,27.65,27.65,27.65,27.65,80
006203,27.50,27.50,27.50,27.50,35
006203,27.50,27.50,27.50,27.50,3
006203,27.64,27.64,27.64,27.64,18
006203,27.64,27.64,27.64,27.64,0
006203,27.64,27.64,27.64,27.64,0
006203,27.64,27.64,27.45,27.45,4
006203,27.10,27.10,27.10,27.10,4
006203,26.90,26.90,26.90,26.90,2
006203,26.61,26.61,26.61,26.61,2
006203,26.61,26.61,26.61,26.61,0
006203,26.61,26.70,26.61,26.70,4
006203,26.70,26.70,26.70,26.70,0
006203,26.83,26.83,26.83,26.83,0
006203,26.83,26.83,26.83,26.83,0
006203,26.75,26.75,26.75,26.75,2
006203,26.80,27.04,26.80,27.04,10
006203,27.04,27.04,27.04,27.04,0
006203,27.04,27.04,27.04,27.04,0
006203,26.80,26.80,26.80,26.80,4
006203,26.80,26.80,26.80,26.80,10
006203,26.80,26.80,26.80,26.80,0
006203,26.60,26.60,26.60,26.60,4
006203,26.84,26.85,26.84,26.85,25
006203,27.20,27.39,27.20,27.39,2
006203,27.30,27.43,27.30,27.35,7
006203,28.02,28.02,28.02,28.02,1
006203,27.60,27.60,27.60,27.60,4
006203,27.74,27.74,27.70,27.70,4
006203,27.70,27.70,27.70,27.70,0
006203,27.90,27.90,27.84,27.85,3
006203,27.92,28.16,27.92,28.16,10
006203,28.00,28.00,28.00,28.00,9
006203,28.00,28.04,27.81,27.81,16
006203,28.14,28.14,27.92,27.92,51
006203,27.92,27.92,27.88,27.88,5
006203,27.94,28.24,27.94,28.24,38
006203,28.24,28.64,28.21,28.63,114
006203,28.20,28.20,28.20,28.20,77
006203,28.24,28.45,28.24,28.45,7
006203,28.25,28.33,28.25,28.33,31
006203,28.20,28.20,28.20,28.20,1
006203,28.00,28.00,28.00,28.00,4
006203,28.14,28.17,28.04,28.05,8
006203,27.70,27.95,27.70,27.95,3
006203,27.88,27.88,27.88,27.88,7
006203,27.88,27.88,27.88,27.88,4
006203,28.11,28.50,28.11,28.49,3
006203,28.49,28.54,28.40,28.54,13
006203,28.54,28.54,28.54,28.54,3
006203,28.40,28.40,28.40,28.40,9
006203,28.41,28.53,28.41,28.53,29
006203,28.65,28.65,28.65,28.65,42
006203,28.50,28.50,28.50,28.50,3
006203,28.54,28.59,28.50,28.59,12
006203,28.61,28.62,28.61,28.62,6
006203,28.64,28.70,28.64,28.64,5
006203,28.64,28.65,28.64,28.65,29
006203,28.80,28.84,28.80,28.80,6
006203,28.70,28.70,28.70,28.70,25
006203,28.73,28.77,28.72,28.72,111
006203,28.60,28.60,28.60,28.60,3
006203,28.50,28.50,28.50,28.50,85
006203,28.50,28.75,28.41,28.75,6
006203,28.75,28.75,28.75,28.75,14
006203,28.75,28.75,28.75,28.75,0
006203,28.75,28.80,28.75,28.80,25
006203,28.94,28.95,28.80,28.80,29
006203,28.60,28.60,28.50,28.50,12
006203,28.50,28.50,28.30,28.30,4
006203,28.15,28.15,28.15,28.15,67
006203,28.20,28.20,28.20,28.20,7
006203,28.20,28.20,28.20,28.20,30
006203,28.04,28.04,27.43,27.90,56
006203,28.05,28.05,28.05,28.05,7
006203,27.75,27.75,27.75,27.75,50
006203,27.70,27.75,27.65,27.65,34
006203,27.65,27.65,27.65,27.65,0
006203,28.10,28.29,28.10,28.10,3
006203,28.10,28.10,28.10,28.10,4
006203,28.10,28.10,28.10,28.10,0
006203,28.10,28.10,28.10,28.10,0
006203,28.00,28.00,27.55,27.55,2
006203,27.50,27.50,26.92,26.92,2
006203,26.92,26.92,26.92,26.92,0
006203,27.22,27.22,27.22,27.22,0
006203,27.64,27.64,27.64,27.64,8
006203,27.78,27.78,27.78,27.78,1
006203,28.00,28.00,28.00,28.00,2
006203,27.99,27.99,27.99,27.99,1
006203,27.70,27.70,27.70,27.70,2
006203,27.70,27.70,27.70,27.70,0
006203,27.65,27.65,27.65,27.65,7
006203,27.71,27.72,27.71,27.72,2
006203,27.80,27.80,27.80,27.80,2
006203,27.79,27.79,27.79,27.79,1
006203,27.60,27.60,27.60,27.60,17
006203,27.60,27.60,27.60,27.60,0
006203,27.60,27.60,27.60,27.60,2
006203,27.60,27.60,27.52,27.52,51
006203,27.48,27.48,27.48,27.48,2
006203,27.48,27.48,27.48,27.48,0
006203,27.60,27.60,27.60,27.60,1
006203,27.70,27.87,27.70,27.85,7
006203,27.85,27.85,27.85,27.85,0
006203,27.85,27.85,27.85,27.85,17
006203,27.85,27.85,27.85,27.85,0
006203,27.90,28.29,27.90,28.29,446
006203,28.29,28.48,28.29,28.48,232
006203,28.54,28.54,28.39,28.45,388
006203,28.39,28.39,28.39,28.39,14
006203,28.20,28.20,28.04,28.04,6
006203,27.96,27.96,27.81,27.81,45
006203,27.84,27.90,27.84,27.87,12
006203,27.87,27.87,27.87,27.87,0
006203,27.94,27.94,27.90,27.94,71
006203,27.94,27.94,27.88,27.88,10
006203,28.14,28.18,28.14,28.18,5
006203,27.94,27.94,27.94,27.94,9
006203,28.11,28.20,28.11,28.20,116
006203,28.44,28.47,28.40,28.40,7
006203,28.50,28.50,28.40,28.40,5
006203,28.40,28.40,28.37,28.37,12
006203,28.46,28.46,28.36,28.36,73
006203,28.36,28.40,28.36,28.36,129
006203,28.50,28.50,28.43,28.43,67
006203,28.43,28.43,28.33,28.40,37
006203,27.84,27.84,27.81,27.81,20
006203,27.16,27.16,27.16,27.16,4
006203,27.16,27.16,27.16,27.16,4
006203,27.34,27.43,27.34,27.43,10
006203,27.49,27.49,27.49,27.49,34
006203,27.44,27.50,27.44,27.50,13
006203,27.50,27.50,27.50,27.50,0
006203,27.82,27.95,27.82,27.95,52
006203,27.95,27.95,27.95,27.95,0
006203,27.99,27.99,27.99,27.99,0
006203,28.00,28.01,28.00,28.00,10
006203,28.14,28.24,28.14,28.20,37
006203,27.96,27.96,27.96,27.96,2
006203,28.11,28.30,28.11,28.30,8
006203,28.18,28.18,28.18,28.18,17
006203,28.18,28.20,28.04,28.20,54
006203,28.20,28.42,28.19,28.42,62
006203,28.27,28.27,28.27,28.27,17
006203,27.89,27.95,27.89,27.95,15
006203,28.16,28.16,28.16,28.16,1
006203,28.41,28.41,28.41,28.41,1
006203,28.41,28.44,28.41,28.44,4
006203,28.70,28.85,28.70,28.84,11
006203,28.70,28.70,28.50,28.50,19
006203,28.64,28.78,28.60,28.78,67
006203,28.50,28.50,28.49,28.49,40
006203,28.64,28.90,28.64,28.87,7
006203,28.65,28.65,28.65,28.65,1
006203,28.65,28.65,28.55,28.57,27
006203,28.79,28.80,28.70,28.70,8
006203,28.64,28.74,28.56,28.74,55
006203,28.25,28.25,28.25,28.25,19
006203,28.31,28.36,28.25,28.36,206
006203,28.43,28.43,28.28,28.41,112
006203,28.49,28.49,28.49,28.49,42
006203,28.74,28.88,28.74,28.88,93
006203,28.88,28.88,28.76,28.77,6
006203,28.90,29.10,28.90,28.93,20
006203,29.03,29.08,28.96,29.08,55
006203,29.20,29.30,29.19,29.30,233
006203,29.40,29.54,29.40,29.50,136
006203,29.39,29.39,29.33,29.36,115
006203,29.22,29.24,29.22,29.24,79
006203,29.40,29.50,29.40,29.50,69
006203,29.54,29.54,29.46,29.46,15
006203,29.50,29.64,29.50,29.64,136
006203,29.43,29.50,29.43,29.50,46
006203,29.50,29.59,29.45,29.59,69
006203,29.61,29.64,29.61,29.64,97
006203,29.63,29.71,29.61,29.71,37
006203,29.67,29.69,29.67,29.69,19
006203,29.81,29.84,29.74,29.74,104
006203,29.74,29.74,29.64,29.70,52
006203,29.84,29.85,29.83,29.85,55
006203,29.89,29.95,29.89,29.95,109
006203,29.77,29.77,29.73,29.74,53
006203,29.74,29.84,29.44,29.44,163
006203,29.20,29.50,29.18,29.50,29
006203,29.64,29.64,29.50,29.50,74
006203,29.56,29.70,29.56,29.68,32
006203,29.68,29.68,29.60,29.60,116
006203,29.70,29.70,29.52,29.52,7
006203,29.62,29.75,29.60,29.75,39
006203,29.70,29.70,29.57,29.57,35
006203,29.75,29.80,29.65,29.70,78
006203,29.64,29.67,29.64,29.67,61
006203,29.47,29.47,29.35,29.35,28
006203,29.54,29.77,29.54,29.70,67
006203,29.70,29.70,29.60,29.65,139
006203,29.65,29.84,29.65,29.84,75
006203,29.60,29.60,29.47,29.47,81
006203,29.80,29.92,29.80,29.90,981
006203,29.90,30.06,29.90,30.06,141
006203,29.86,29.95,29.85,29.85,183
006203,29.86,30.09,29.86,30.09,87
006203,30.14,30.20,30.14,30.20,78
006203,30.25,30.40,30.25,30.40,43
006203,30.34,30.34,30.34,30.34,54
006203,30.44,30.65,30.44,30.65,386
006203,30.65,30.65,30.60,30.60,141
006203,30.50,30.52,30.40,30.52,489
006203,30.52,30.54,30.32,30.33,62
006203,30.48,30.50,30.48,30.50,30
006203,30.38,30.38,30.38,30.38,77
006203,30.62,30.70,30.60,30.60,215
006203,30.50,30.87,30.50,30.87,219
006203,30.68,30.79,30.68,30.79,8
006203,30.79,30.83,30.79,30.81,39
006203,30.74,30.92,30.74,30.92,240
006203,30.68,30.80,30.68,30.80,158
006203,30.80,30.87,30.70,30.87,188
006203,30.75,31.05,30.75,31.05,38
006203,31.05,31.32,30.93,31.32,71
006203,31.14,31.30,31.12,31.30,49
006203,31.19,31.20,31.19,31.20,49
006203,31.20,31.23,31.19,31.19,53
006203,31.10,31.14,31.08,31.14,27
006203,30.93,31.12,30.93,31.12,31
006203,31.14,31.29,31.14,31.27,13
006203,31.30,31.30,31.27,31.27,71
006203,31.40,31.74,31.40,31.74,109
006203,31.64,31.84,31.64,31.84,20
006203,32.20,32.20,32.20,32.20,12
006203,32.20,32.20,32.10,32.20,27
006203,32.34,32.58,32.34,32.58,19
006203,32.40,32.60,32.25,32.60,38
006203,32.49,32.63,32.46,32.63,39
006203,32.51,32.60,32.45,32.60,5
006203,32.64,32.87,32.62,32.87,31
006203,32.76,32.87,32.69,32.69,60
006203,32.80,32.84,32.80,32.84,29
006203,33.00,33.11,33.00,33.11,42
006203,32.89,32.89,32.80,32.83,26
006203,32.45,32.50,32.30,32.30,60
006203,32.22,32.31,32.22,32.31,70
006203,32.52,32.55,32.52,32.55,4
006203,32.55,32.72,32.55,32.72,7
006203,32.80,32.80,32.68,32.70,17
006203,32.74,32.74,32.50,32.58,61
006203,32.53,32.58,32.53,32.58,3
006203,32.60,32.60,32.30,32.30,10
006203,32.45,32.55,32.45,32.50,34
006203,32.17,32.17,32.00,32.00,8
006203,31.70,31.88,31.65,31.88,30
006203,31.88,32.12,31.86,32.10,24
006203,31.70,31.70,31.45,31.50,20
